C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000799,0000000401                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000804,0000000402                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000001024,0000000439                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000001479,0000000476                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001574,0000000495                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001586,0000000498                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001618,0000000507                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001775,0000000544                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000002015,0000000600                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000002418,0000000635                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000002527,0000000648                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000002537,0000000649                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000002559,0000000661                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000002703,0000000718                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000002915,0000000770                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000003311,0000000791                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000003420,0000000802                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000003435,0000000804                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000003464,0000000819                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000003601,0000000850                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000003733,0000000868                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000004111,0000000895                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000004212,0000000913                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000004226,0000000917                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000004256,0000000933                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000004266,0000000933                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000004267,0000000933                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000004354,0000000961                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000004413,0000000989                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000004602,0000001028                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000004970,0000001068                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000058,0000000062                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000058,0000000065                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000058,0000000067                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000058,0000000068                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000059,0000000072                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000059,0000000072                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000059,0000000074                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000059,0000000074                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000059,0000000081                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000062,0000000091                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000333,0000000176                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000507,0000000219                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000568,0000000228                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000574,0000000232                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000585,0000000234                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000678,0000000262                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000715,0000000266                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000718,0000000266                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000915,0000000291                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000001267,0000000313                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001324,0000000319                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001336,0000000324                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001352,0000000327                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001443,0000000357                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000001610,0000000388                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000001924,0000000396                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000001984,0000000402                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000001993,0000000403                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000002005,0000000407                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000002093,0000000421                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000002221,0000000439                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000002493,0000000453                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000002552,0000000458                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000002564,0000000458                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000002582,0000000468                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000002658,0000000487                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000002756,0000000496                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000003020,0000000517                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000003083,0000000522                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000003089,0000000523                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000003108,0000000527                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000003117,0000000527                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000003119,0000000527                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000003168,0000000538                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000003207,0000000550                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000003362,0000000575                                        
R550,R072,00-03-06,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000003619,0000000588                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000021,0000000035                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000021,0000000035                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000021,0000000037                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000021,0000000038                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000021,0000000044                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000021,0000000045                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000022,0000000045                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000022,0000000051                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000022,0000000057                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000025,0000000075                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000244,0000000139                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000394,0000000175                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000447,0000000178                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000452,0000000180                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000461,0000000184                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000535,0000000205                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000568,0000000207                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000572,0000000209                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000709,0000000230                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000987,0000000254                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001038,0000000256                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001043,0000000257                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001051,0000000258                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001109,0000000277                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000001225,0000000299                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000001449,0000000305                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000001486,0000000309                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000001488,0000000313                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000001495,0000000316                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000001542,0000000326                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000001623,0000000337                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000001811,0000000344                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000001847,0000000348                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000001849,0000000348                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000001860,0000000349                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000001904,0000000355                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001979,0000000358                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000002152,0000000369                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000002190,0000000370                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000002194,0000000371                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000002208,0000000376                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000002212,0000000376                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000002212,0000000376                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000002244,0000000377                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000002271,0000000379                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000002366,0000000395                                        
R550,R072,00-03-07,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000002544,0000000411                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000023,0000000033                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000023,0000000034                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000023,0000000034                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000023,0000000041                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000023,0000000050                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000023,0000000051                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000023,0000000052                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000023,0000000058                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000023,0000000059                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000026,0000000073                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000239,0000000127                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000350,0000000159                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000392,0000000163                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000392,0000000164                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000402,0000000166                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000466,0000000187                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000488,0000000192                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000489,0000000192                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000600,0000000208                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000788,0000000225                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000833,0000000229                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000838,0000000232                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000842,0000000232                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000886,0000000242                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000965,0000000258                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000001086,0000000265                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000001113,0000000266                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000001116,0000000268                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000001120,0000000270                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000001146,0000000276                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000001234,0000000284                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000001367,0000000289                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000001392,0000000290                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000001397,0000000290                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000001404,0000000292                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000001429,0000000298                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001475,0000000304                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000001582,0000000317                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000001613,0000000317                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000001619,0000000318                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000001621,0000000320                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000001622,0000000320                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000001622,0000000320                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000001636,0000000321                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000001652,0000000327                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000001734,0000000338                                        
R550,R072,00-03-08,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000001877,0000000353                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000021,0000000047                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000021,0000000047                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000021,0000000047                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000021,0000000048                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000021,0000000050                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000021,0000000051                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000022,0000000051                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000022,0000000053                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000022,0000000055                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000026,0000000066                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000209,0000000112                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000308,0000000138                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000326,0000000143                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000331,0000000147                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000337,0000000149                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000391,0000000161                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000406,0000000163                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000407,0000000163                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000509,0000000182                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000658,0000000203                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000000696,0000000204                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000000700,0000000205                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000000703,0000000206                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000000742,0000000218                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000000811,0000000231                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000000910,0000000236                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000000929,0000000239                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000000934,0000000240                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000000937,0000000241                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000000974,0000000249                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000001033,0000000260                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000001122,0000000265                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000001131,0000000265                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000001132,0000000265                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000001136,0000000268                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000001159,0000000273                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001193,0000000275                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000001278,0000000290                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000001299,0000000292                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000001305,0000000294                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000001312,0000000296                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000001313,0000000296                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000001313,0000000296                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000001323,0000000296                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000001341,0000000300                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000001422,0000000305                                        
R550,R072,00-03-09,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000001527,0000000319                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000023,0000000034                                        
R550,R072,00-03-0A,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000025,0000000034                                        
