C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000001025,0000007442                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000001101,0000007773                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000001218,0000008412                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000001274,0000008606                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000001294,0000008635                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000001306,0000008954                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000001360,0000009684                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000001438,0000009967                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000001566,0000010689                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000001613,0000010861                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000001628,0000010891                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000001644,0000011234                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000001644,0000011299                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000001644,0000011305                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000001661,0000011797                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000001688,0000012119                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000001794,0000012691                                        
R550,R072,00-03-00,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000001953,0000013490                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000053,0000000092                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000053,0000000093                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000053,0000000093                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000053,0000000103                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000053,0000000114                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000054,0000000123                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000054,0000000123                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000054,0000000134                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000055,0000000142                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000061,0000000155                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000206,0000000782                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000350,0000001223                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000449,0000001344                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000461,0000001396                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000486,0000001559                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000550,0000002239                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000576,0000002367                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000577,0000002371                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000698,0000002835                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000000932,0000003478                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001015,0000003616                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001037,0000003655                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001062,0000003881                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001129,0000004581                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000001279,0000005158                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000001562,0000005698                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000001659,0000005897                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000001675,0000005926                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000001686,0000006101                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000001747,0000006687                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000001849,0000007180                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000002085,0000007755                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000002185,0000007916                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000002208,0000007948                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000002225,0000008240                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000002285,0000008887                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000002435,0000009141                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000002791,0000009739                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000002964,0000009921                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000002999,0000009950                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000003024,0000010228                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000003030,0000010299                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000003031,0000010307                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000003054,0000010659                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000003082,0000010894                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000003236,0000011397                                        
R550,R072,00-03-01,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000003501,0000012045                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000030,0000000110                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000031,0000000110                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000031,0000000111                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000031,0000000121                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000031,0000000129                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000031,0000000139                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000031,0000000140                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000032,0000000144                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000033,0000000153                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000037,0000000167                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000200,0000000709                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000370,0000001075                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000504,0000001225                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000517,0000001254                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000553,0000001388                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000666,0000001889                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000710,0000001955                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000710,0000001960                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000000901,0000002268                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000001302,0000002726                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001397,0000002862                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001415,0000002892                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001455,0000003079                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001559,0000003651                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000001762,0000004106                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000002137,0000004511                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000002273,0000004685                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000002302,0000004712                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000002321,0000004879                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000002424,0000005425                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000002582,0000005860                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000002929,0000006283                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000003057,0000006437                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000003079,0000006461                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000003110,0000006654                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000003182,0000007164                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000003214,0000007320                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000003251,0000007641                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000003251,0000007724                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000003251,0000007742                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000003252,0000007890                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000003252,0000007894                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000003259,0000008029                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000003317,0000008218                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000003506,0000008620                                        
R550,R072,00-03-02,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000003900,0000009105                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000041,0000000083                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000041,0000000084                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000041,0000000086                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000043,0000000097                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000043,0000000106                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000043,0000000113                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000043,0000000114                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000044,0000000117                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000046,0000000123                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000051,0000000132                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000256,0000000545                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000461,0000000791                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000593,0000000875                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000608,0000000892                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000662,0000000954                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000805,0000001215                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000843,0000001253                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000844,0000001255                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000001109,0000001422                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000001602,0000001639                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001703,0000001709                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001718,0000001730                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001765,0000001824                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000001936,0000002135                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000002161,0000002429                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000002660,0000002628                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000002832,0000002707                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000002851,0000002723                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000002887,0000002785                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000003043,0000003064                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000003280,0000003267                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000003733,0000003462                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000003886,0000003528                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000003916,0000003553                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000003967,0000003634                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000004110,0000003900                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000004279,0000003984                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000004813,0000004195                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000005024,0000004253                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000005055,0000004268                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000005105,0000004340                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000005114,0000004353                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000005117,0000004354                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000005164,0000004468                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000005226,0000004557                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000005432,0000004786                                        
R550,R072,00-03-03,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000005889,0000005041                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000037,0000000059                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000038,0000000060                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000038,0000000063                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000039,0000000071                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000043,0000000072                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000043,0000000078                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000043,0000000078                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000043,0000000084                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000045,0000000092                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000048,0000000105                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000247,0000000339                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000483,0000000485                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000620,0000000531                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000638,0000000541                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000670,0000000566                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000836,0000000664                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,12:52:19,REGULAR,0000000890,0000000676                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,12:54:10,REGULAR,0000000892,0000000678                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,16:00:00,REGULAR,0000001135,0000000761                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/14/2015,20:00:00,REGULAR,0000001656,0000000866                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,00:00:00,REGULAR,0000001765,0000000917                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,04:00:00,REGULAR,0000001787,0000000928                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,08:00:00,REGULAR,0000001834,0000000960                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,12:00:00,REGULAR,0000002010,0000001081                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,16:00:00,REGULAR,0000002278,0000001199                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/15/2015,20:00:00,REGULAR,0000002745,0000001275                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,00:00:00,REGULAR,0000002890,0000001306                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,04:00:00,REGULAR,0000002905,0000001313                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,08:00:00,REGULAR,0000002947,0000001344                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,12:00:00,REGULAR,0000003121,0000001471                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,16:00:00,REGULAR,0000003370,0000001578                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/16/2015,20:00:00,REGULAR,0000003841,0000001644                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,00:00:00,REGULAR,0000003971,0000001668                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,04:00:00,REGULAR,0000003991,0000001674                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,08:00:00,REGULAR,0000004030,0000001708                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,12:00:00,REGULAR,0000004214,0000001817                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,16:00:00,REGULAR,0000004381,0000001856                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/17/2015,20:00:00,REGULAR,0000004870,0000001961                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,00:00:00,REGULAR,0000005021,0000001992                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,04:00:00,REGULAR,0000005051,0000002006                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,08:00:00,REGULAR,0000005095,0000002053                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,08:20:55,REGULAR,0000005112,0000002060                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,08:23:48,REGULAR,0000005115,0000002060                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,10:00:02,REGULAR,0000005192,0000002221                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,12:00:00,REGULAR,0000005259,0000002297                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,16:00:00,REGULAR,0000005479,0000002386                                        
R550,R072,00-03-04,34 ST-HUDSON YD,7,IRT,09/18/2015,20:00:00,REGULAR,0000005939,0000002496                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,00:00:00,REGULAR,0000000032,0000000047                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,04:00:00,REGULAR,0000000032,0000000047                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,08:00:00,REGULAR,0000000032,0000000048                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,12:00:00,REGULAR,0000000033,0000000052                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,16:00:00,REGULAR,0000000033,0000000055                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/12/2015,20:00:00,REGULAR,0000000033,0000000059                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,00:00:00,REGULAR,0000000033,0000000060                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,04:00:00,REGULAR,0000000033,0000000060                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,08:00:00,REGULAR,0000000033,0000000069                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,12:00:00,REGULAR,0000000039,0000000084                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,16:00:00,REGULAR,0000000297,0000000228                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/13/2015,20:00:00,REGULAR,0000000487,0000000313                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,00:00:00,REGULAR,0000000569,0000000326                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,04:00:00,REGULAR,0000000581,0000000330                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,08:00:00,REGULAR,0000000607,0000000346                                        
R550,R072,00-03-05,34 ST-HUDSON YD,7,IRT,09/14/2015,12:00:00,REGULAR,0000000740,0000000392                                        
